rec_type,date_paid,off_nbr,cur_plcy_nbr,cur_div_nbr,cur_cls_nbr,incurr_date,pool_ind,emp_id,patient_fname,relationship,claim_nbr,trans_code,plcy_type,inv_nbr,patient_dob,date_rec,paid_plcy_nbr,paid_div_nbr,paid_cls_nbr,bank_id,ben_nbr,ee_fname,ee_lname,postal_code,sex_of_empl,province,prov_province,prov_type,prov_postal_code,patient_sex,rpt_plcy_nbr,rpt_div_nbr,rpt_cls_nbr,dt_pend_cons,cod_bnfts_flag,dep_lname,cl_serv_code,serv_code_cda,first_date,payee_code,non_dupe_flag,charge_amt,not_cov_amount,cov_amt_base_cola,base_ded_amt,base_ded_desc,base_percent,base_would_pay_amt,base_amt,cov_amt_mm_cola,amt_appl_mjr_med_ded,mjr_med_wld_pay_amt,mjr_med_amt,mjr_med_ded_desc,mjr_med_per,other_plan_paid_base,other_pln_paid_mjr_med,credt_res_amt,draft_nbr,override_code,remark_code,bank_acc_code,coord_benefits_code,sin,first_subq_pay,off_nbr_ee,savings_type,dep_nbr,pool_amt_exc,cause_code,last_dt_tooth_nbr,supp_wd_pay_amt,supp_amt,filler,product_code,disability_code,ocp_code,prov_scrn_nmbr_pay_basis,tel_nmbr_sfx_prov,diag,tax_id_nbr_prov,prov_name,prov_id_type,allow_expense,adj_nbr,pr_curr_sub_acc_code,aso_type,client_size,base_schd_amt,mjr_med_schd_amt,avg_semi_private_rate,ward_rate,eft_ind,time_paid,ctrl_nbr_cons,filler_97,draft_amount,bank_acc_nbr_eft,dlr_clm_nbr,lt_beg_dt,lt_term_dt,lt_max_exp_dt,tooth_nbr,prov_procedure_code,tooth_surface_code,ee_address,ee_city,prov_address,dinn,claim_identifier,claim_adj_loss_id
PAYD,20240401,110,055049,001,001,4,,TSAUSEC009,JAMES,EE,124,000,41,0000000,19740515,20240401,055049,001,001,000000000,1,JAMES,BROWN,R6R1Z8,1,MB,MB,DS,R3M1W5,1,055049,001,001,00000000,,BROWN,008,231110,20240119,4,,175.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,91,012,100,000000000,2,110,00,01,0.00,,00000000,0.00,0.00,,L,0000000,0,1,200000013113,,000000000,DR.WALTER/WHITE,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200596,0000000000,,0.00,,000000,00000000,00000000,00000000,0,023111,,689MAPLEDRIVE,WINNIPEG,885SELLERSAVE,00000000,AD2L0010223,
PAYD,20240401,110,055555,001,020,5,,TSAUSEC012,EILEEN,EE,124,000,41,0000000,19661001,20240401,055555,001,020,000000000,1,EILEEN,WILLIAMS,T1Y4Y1,1,AB,ON,DS,M5R3S3,1,055555,001,020,00000000,,WILLIAMS,029,722210,20240401,T,,349.00,0.00,0.00,0.00,,0.00,0.00,0.00,349.00,25.00,291.60,291.60,D,0.90,0.00,0.00,0.00,0000000000,P,29,012,100,000000000,2,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,554.00,000.00,000.00,0,1200554,0000000000,,0.00,,000000,00000000,00000000,00000000,360000,072221,,689MAPLEDRIVE,CALGARY,1466BATHURSTST,00000000,AD2L0010224,
PAYD,20240401,110,055555,001,020,5,,TSAUSEC012,EILEEN,EE,124,000,41,0000000,19661001,20240401,055555,001,020,000000000,1,EILEEN,WILLIAMS,T1Y4Y1,1,AB,ON,DS,M5R3S3,1,055555,001,020,00000000,,WILLIAMS,003,021460,20240329,2,,77.00,6.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,91,012,100,000000000,2,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,2,1,0.00,0.00,000.00,000.00,0,1200570,0000000000,,0.00,,000000,00000000,00000000,00000000,0,002146,,689MAPLEDRIVE,CALGARY,1466BATHURSTST,00000000,AD2L0010225,
PAYD,20240401,110,132906,101,005,5,,EDENSAY001,MAXWELL,EE,124,000,41,0000000,19451213,20240401,132906,101,005,000000000,1,MAXWELL,PRETTY,45678,2,DC,ON,DS,M5R3S3,2,132906,101,005,00000000,,PRETTY,005,111010,20240301,2,,50.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,R,02,010,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200555,0000000000,,0.00,,000000,00000000,00000000,00000000,0,011101,,123EDENSAYDRIVE,WASHINGTON,1466BATHURSTST,00000000,AD2L0010227,
PAYD,20240401,110,132906,101,005,1,,EDENSAY001,NINETYNINE,SP,124,000,41,0000000,19400814,20240401,132906,101,005,000000000,1,MAXWELL,PRETTY,45678,2,DC,ON,DS,M5R3S3,1,132906,101,005,00000000,,,096,331030,20240319,4,,251.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,09,010,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,A,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1201003,0000000000,,0.00,,000000,00000000,00000000,00000000,0,033131,,123EDENSAYDRIVE,WASHINGTON,1466BATHURSTST,00000000,AD2L0010228,
PAYD,20240401,110,138489,001,001,5,,TSAUSEC005,DARRELL,EE,124,000,41,0000000,19660904,20240401,138489,001,001,000000000,1,DARRELL,CARRIERE,V6G1H6,1,BC,ON,DS,M5R3S3,1,138489,001,001,00000000,,CARRIERE,038,121010,20240219,2,,37.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,53,010,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,B,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200575,0000000000,,0.00,,000000,00000000,00000000,00000000,0,012111,,689MAPLEDRIVE,VANCOUVER,1466BATHURSTST,00000000,AD2L0010230,
PAYD,20240401,110,138489,001,001,5,,TSAUSEC011,LAURIE,SP,124,000,41,0000000,19740313,20240401,138489,001,001,000000000,1,DARRELL,CARRIERE,G2N1G8,1,QC,ON,DS,M5R3S3,2,138489,001,001,00000000,,,029,712010,20240227,2,,155.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0000000000,P,09,010,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,B,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200577,0000000000,,0.00,,000000,00000000,00000000,00000000,440000,071201,,689MAPLEDRIVE,MONTREAL,1466BATHURSTST,00000000,AD2L0010231,
PAYD,20240401,110,212081,001,001,5,,TSAUSEC002,MAVIS,SP,124,000,41,0000000,19630317,20240401,212081,001,001,000000000,1,DAN,JOHNSON,N8S2L6,1,ON,ON,DS,M5R3S3,2,212081,001,001,00000000,,,029,722210,20240401,T,,350.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,R,02,010,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,D,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,1,1,0.00,0.00,000.00,000.00,0,1200553,0000000000,,0.00,,000000,00000000,00000000,00000000,360000,072221,,1235MANITOBAAVENUE,TORONTO,1466BATHURSTST,00000000,AD2L0010232,
PAYD,20240401,110,212081,001,001,5,,TSAUSEC002,DAN,EE,124,000,41,0000000,19630617,20240401,212081,001,001,000000000,1,DAN,JOHNSON,N8S2L6,1,ON,ON,DS,M5R3S3,1,212081,001,001,00000000,,JOHNSON,029,722210,20240328,2,,199.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,91,010,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,D,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,1,1,0.00,0.00,000.00,000.00,0,1200572,0000000000,,0.00,,000000,00000000,00000000,00000000,360000,072221,,1235MANITOBAAVENUE,TORONTO,1466BATHURSTST,00000000,AD2L0010233,
PAYD,20240401,110,325075,001,001,4,,TSAU120009,SARAH,EE,124,000,41,0000000,19640101,20240401,325075,001,001,000000000,1,SARAH,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,00000000,,JONES,098,436110,20240401,T,,299.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,R,35,010,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200551,0000000000,,0.00,,000000,00000000,00000000,00000000,0,014611,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD2L0010234,
PAYD,20240401,110,325075,001,001,4,,TSAU120009,SARAH,EE,124,000,41,0000000,19640101,20240401,325075,001,001,000000000,1,SARAH,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,20240401,,JONES,038,121010,20240329,2,,35.00,27.00,0.00,0.00,,0.00,0.00,0.00,8.00,0.00,8.00,8.00,D,1.00,0.00,0.00,0.00,0160000008,,56,010,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,8.00,000.00,000.00,0,1200561,9509200019,,194.00,,000000,00000000,00000000,00000000,0,012111,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD2L0010235,
PAYD,20240401,110,325075,001,001,4,,TSAU120009,SARAH,EE,124,000,41,0000000,19640101,20240401,325075,001,001,000000000,1,SARAH,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,20240401,,JONES,005,111010,20240329,2,,29.00,0.00,0.00,0.00,,0.00,0.00,0.00,29.00,0.00,29.00,29.00,D,1.00,0.00,0.00,0.00,0160000008,,,010,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,33.00,000.00,000.00,0,1200561,9509200019,,194.00,,000000,00000000,00000000,00000000,0,011101,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD2L0010235,
PAYD,20240401,110,325075,001,001,4,,TSAU120009,MARY,ST,124,000,41,0000000,20000101,20240401,325075,001,001,000000000,1,SARAH,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,20240401,,,106,111160,20240329,2,,157.00,0.00,0.00,0.00,,0.00,0.00,0.00,157.00,0.00,157.00,157.00,D,1.00,0.00,0.00,0.00,0160000008,,,010,100,000000000,0,110,00,02,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,354.00,000.00,000.00,0,1200563,9509200020,,194.00,,000000,00000000,00000000,00000000,0,011116,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0010423,
PAYD,20240401,110,325075,001,001,4,,TSAU120009,MARY,ST,124,000,41,0000000,20000101,20240401,325075,001,001,000000000,1,SARAH,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,00000000,,,016,424210,20240119,4,,117.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,35,010,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1201001,0000000000,,0.00,,000000,00000000,00000000,00000000,0,042431,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0010424,
PAYD,20240401,110,325075,001,001,4,,TSAU120011,HILARY,EE,124,000,41,0000000,19640101,20240401,325075,001,001,000000000,1,HILARY,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,00000000,,JONES,029,722210,20240315,4,,246.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,R,04,010,100,000000000,1,110,00,01,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200560,0000000000,,0.00,,000000,00000000,00000000,00000000,460000,072221,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0021003,
PAYD,20240401,110,325075,001,001,4,,TSAU120011,HILARY,EE,124,000,41,0000000,19640101,20240401,325075,001,001,000000000,1,HILARY,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,20240401,,JONES,029,711010,20240311,2,,97.00,0.00,0.00,0.00,,0.00,0.00,0.00,97.00,0.00,97.00,97.00,D,1.00,0.00,0.00,0.00,0160000009,,,010,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,193.00,000.00,000.00,0,1200565,0000000000,,97.00,,000000,00000000,00000000,00000000,220000,071101,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0021004,
PAYD,20240401,110,325075,001,001,4,,TSAU120011,BRIGIT,CH,124,000,41,0000000,19930101,20240401,325075,001,001,000000000,1,HILARY,JONES,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,00000000,,,002,011010,20240301,1,,37.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,91,010,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200590,0000000000,,0.00,,000000,00000000,00000000,00000000,0,001101,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0021005,
PAYD,20240401,110,325075,001,001,4,,TSAU120013,WILMA,EE,124,000,41,0000000,19640101,20240401,325075,001,001,000000000,1,WILMA,FLINTSTONE,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,20240401,,FLINTSTONE,029,722210,20240219,1,,236.00,0.00,0.00,0.00,,0.00,0.00,0.00,236.00,0.00,236.00,236.00,D,1.00,0.00,0.00,0.00,0160000010,,,010,100,000000000,0,110,00,01,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,554.00,000.00,000.00,0,1200566,0000000000,,236.00,,000000,00000000,00000000,00000000,260000,072221,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0021006,
PAYD,20240401,110,325075,001,001,4,,TSAU120013,PEBBLES,CH,124,000,41,0000000,19930101,20240401,325075,001,001,000000000,1,WILMA,FLINTSTONE,M1K3P5,2,ON,ON,DS,M5R3S3,2,325075,001,001,00000000,,,029,711010,20240319,1,,279.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D,0.00,0.00,0.00,0.00,0000000000,P,14,010,100,000000000,1,110,00,02,0.00,,00000000,0.00,0.00,,P,0000000,0,1,200053954113,,000000000,DR.BOB/ADLER,,0.00,001005,0,0,1,0.00,0.00,000.00,000.00,0,1200588,0000000000,,0.00,,000000,00000000,00000000,00000000,0,071101,,10ONTARIOPLACE,TORONTO,1466BATHURSTST,00000000,AD3C0021007,

